,product_name,product_full_price,product_off_price,product_discount,shop_loc,shop_name,avg_rating,sold,sold_is_more,category_name
42,Xiaomi Mi Watch 2 Smartwatch Snapdragon W5+ Gen1 - Garansi Resmi,6499000,2369000,4130000,Jakarta Utara,Inovtek Sentra Global,0.0,0,0,Wearable Device
43,"Xiaomi Watch 2 1,43'' inch AMOLED Display with Snapdragon and OS Google",4998000,2499000,2499000,Jakarta Barat,HangOn Official Store,0.0,0,0,Wearable Device
44,"Xiaomi Watch S3 Layar AMOLED 1,43""",1684000,0,0,Jakarta Pusat,Mitra Ecomm,0.0,0,0,Wearable Device
45,"Smart Watch Xiaomi S3 Layar AMOLED 1,43""",1684000,0,0,Surabaya,Surya Mitra Online,5.0,1 ,0,Wearable Device
46,"Xiaomi Watch S3 Layar AMOLED 1,43""",1684000,0,0,Surabaya,Gaming Plus Store,5.0,2 ,0,Wearable Device
47,Silicone Case Cover Xiaomi RedMi Buds 5 Pro - Carabiner - Soft Cover Casing with Keychain Free Shock Proof Black Blue Green,65000,64350,650,Bandung,Logay Accessories,0.0,2 ,0,Wearable Device
48,Xiaomi Watch 2 Smartwatch 1.43 inch AMOLED Qualcomm Snapdragon® W5+ Gen 1 5ATM,2485000,0,0,Jakarta Utara,venus mobile,0.0,0,0,Wearable Device
49,Xiaomi Redmi Watch 3 Active Display 1.83 Inci Garansi Resmi,499000,0,0,Bandung,Rajaponsel Official,0.0,0,0,Wearable Device
50,Xiaomi Mi Watch 2 Smartwatch Snapdragon W5+ Gen1 - Garansi Resmi,6499000,2369000,4130000,Jakarta Utara,Oriloka Shop,5.0,70,1,Wearable Device
51,Xiaomi Mi Band 8 Pro / Smart Band 8 Pro 8Pro Amoled Garansi Resmi,759000,0,0,Bekasi,Angel Phone Shop,0.0,2 ,0,Wearable Device
52,Xiaomi Mi Band 8 Pro / Smart Band 8 Pro 8Pro Amoled Garansi Resmi,759000,0,0,Bekasi,PREMIUM OFFICIAL STORE,0.0,0,0,Wearable Device
53,Xiaomi Mi Band 8 Pro / Smart Band 8 Pro 8Pro Amoled Garansi Resmi,759000,0,0,Bekasi,Shadow Gold,0.0,0,0,Wearable Device
54,Xiaomi Redmi Watch 3 Active Tahan Air 5ATM Garansi Resmi,449000,0,0,Bekasi,Angel Phone Shop,0.0,0,0,Wearable Device
55,Xiaomi Redmi Watch 3 Active Tahan Air 5ATM Garansi Resmi,449000,0,0,Bekasi,PREMIUM OFFICIAL STORE,5.0,1 ,0,Wearable Device
56,Xiaomi Redmi Watch 3 Active Tahan Air 5ATM Garansi Resmi,449000,0,0,Bekasi,Shadow Gold,0.0,0,0,Wearable Device
57,Xiaomi Redmi Watch 4 Garansi Resmi,1159000,0,0,Bekasi,Angel Phone Shop,0.0,0,0,Wearable Device
58,Xiaomi Redmi Watch 4 Garansi Resmi,1159000,0,0,Bekasi,PREMIUM OFFICIAL STORE,0.0,0,0,Wearable Device
59,Xiaomi Redmi Watch 4 Garansi Resmi,1159000,0,0,Bekasi,Shadow Gold,0.0,0,0,Wearable Device
60,"Xiaomi Smart band 8 Pro 1.74"" AMOLED Display 5ATM built-in GNSS Miband",775000,0,0,Jakarta Utara,venus mobile,0.0,0,0,Wearable Device
61,Xiaomi Smart Band 8 Pro Garansi Resmi Original Smart Watch 5ATM water resistance AMOLED display,799000,0,0,Denpasar,Diamond Handphone Bali,5.0,2 ,0,Wearable Device
62,"Xiaomi Mi Redmi Smart Watch 2 Amoled 1.43"" 5 ATM Wireless Bluetooth Garansi Resmi",2350000,0,0,Jakarta Pusat,Multifungsi,0.0,0,0,Wearable Device
63,"Xiaomi Mi Redmi Smart Watch 2 Amoled 1.43"" 5 ATM Wireless Bluetooth Garansi Resmi",2350000,0,0,Jakarta Pusat,Multifungsi Online,0.0,0,0,Wearable Device
64,"Xiaomi Watch S3 Smartwatch 1.43"" AMOLED",1669000,0,0,Jakarta Pusat,Indokom Store,0.0,1 ,0,Wearable Device
65,"Xiaomi Mi Redmi Smart Band 8 Pro 1.74"" Amoled 5 ATM Wireless Bluetooth Garansi Resmi",745000,0,0,Jakarta Pusat,Multifungsi,5.0,2 ,0,Wearable Device
66,"Xiaomi Mi Redmi Smart Band 8 Pro 1.74"" Amoled 5 ATM Wireless Bluetooth Garansi Resmi",745000,0,0,Jakarta Pusat,Multifungsi Online,0.0,0,0,Wearable Device
67,Xiaomi Watch S3,1659000,0,0,Jakarta Pusat,MII Store,5.0,7 ,0,Wearable Device
68,"Xiaomi Smart Band 8 Pro Layar AMOLED 1,74"" 5 ATM 289mAh -Garansi Resmi",799000,0,0,Denpasar,Doran Gadget Bali,0.0,0,0,Wearable Device
69,"Xiaomi Smart Band 8 Pro Layar AMOLED 1,74"" 5 ATM 289mAh -Garansi Resmi",799000,0,0,Jakarta Pusat,Doran Gadget Makassar,0.0,1 ,0,Wearable Device
70,"Xiaomi Redmi Watch 4 Layar AMOLED 1,97"" ultra-lebar",1118750,0,0,Jakarta Barat,Twins Computer,0.0,0,0,Wearable Device
71,Ringke Xiaomi Mi Watch Bezel Styling Black Stainless Steel Anti Crack,293000,188850,104150,Jakarta Utara,Ringke Surabaya,0.0,0,0,Wearable Device
72,Xiaomi Smart Band 8 Pro AMOLED Display,752000,0,0,Jakarta Barat,Twins Computer,5.0,2 ,0,Wearable Device
73,Silicone Strap Tali Jam Silikon Rubber u/ Xiaomi Mi Redmi Watch 2 Lite,30000,19900,10100,Jakarta Barat,HOP Market,4.9,6rb,1,Wearable Device
74,Ringke Xiaomi Mi Watch Bezel Styling Black Stainless Steel Anti Crack,225000,188850,36150,Jakarta Utara,showcasefever,5.0,3 ,0,Wearable Device
75,Xiaomi Watch 2,2499000,2349000,150000,Jakarta Pusat,MII Store,5.0,1 ,0,Wearable Device
76,Xiaomi Watch S3 AMOLED 5Atm New garansi resmi,1775000,0,0,Bekasi,Ori Selular,0.0,0,0,Wearable Device
77,Tempered Glass Camera Hybrid for Xiaomi 12 Pro Anti Gores Kamera,200000,25500,174500,Surabaya,Glass Pro Indonesia,0.0,1 ,0,Wearable Device
78,TPU Case Xiaomi Redmi Buds 4 Pro Case Redmi Buds 5 Pro Soft Case,70000,0,0,Jakarta Utara,Simplecasestore,5.0,5 ,0,Wearable Device
79,Redmi Buds 4 Pro Redmi Buds 5 Pro Xiaomi Redmi Buds 4 TPU Clear Case,70000,0,0,Jakarta Utara,Cafele Official Store,0.0,1 ,0,Wearable Device
80,Xiaomi Redmi Watch 4 [Garansi Resmi Xiaomi],1199000,0,0,Jakarta Timur,Planet Gadget,5.0,3 ,0,Wearable Device
81,"Xiaomi Watch S3 | Layar AMOLED 1,43"" [Garansi Resmi Xiaomi]",1799000,0,0,Jakarta Timur,Planet Gadget,0.0,0,0,Wearable Device
82,"Xiaomi Watch 2 Layar AMOLED 1,43"" Snapdragon W5+ Gen 1",2379000,0,0,Jakarta Pusat,Indokom Store,0.0,0,0,Wearable Device
83,Xiaomi Smart Band 8 Pro Black Grey Garansi Resmi Indonesia,899000,742000,157000,Jakarta Pusat,Digitech Mall,5.0,1 ,0,Wearable Device
84,Xiaomi Mi Watch 2 I AMOLED I NFC I Water Resistance 5ATM I Qualcomm Snapdragon® W5+ Gen 1,2499000,0,0,Denpasar,Diamond Handphone Bali,0.0,0,0,Wearable Device
85,TPU Case Xiaomi Redmi Buds 4 Pro Case Redmi Buds 5 Pro Soft Case,70000,0,0,Jakarta Utara,Simplecasestore,5.0,5 ,0,Wearable Device
86,Ringke Xiaomi Mi Watch Bezel Styling Silver Stainless Steel Anti Crack,293000,188850,104150,Jakarta Utara,Ringke Surabaya,0.0,0,0,Wearable Device
87,Ringke Xiaomi Mi Watch Bezel Styling Stainless Steel Anti Crack Slim - Silver,299000,188850,110150,Jakarta Utara,Ringke Medan,0.0,0,0,Wearable Device
88,MIJOBS MiBand 6 METAL V SHAPE Stainless Steel Strap Xiaomi Mi Band 5 4,135000,129000,6000,Jakarta Barat,HOP Market,4.9,500,1,Wearable Device
89,SIKAI Original Nylon Strap 22MM XIAOMI AMAZFIT GTR / PACE STRATOS Etc - CHERRY RED,69000,0,0,Jakarta Barat,G-Rex,4.8,100,1,Wearable Device
90,"Xiaomi Mi Watch S3 AMOLED 1,43 inci I NFC I Water Resistance Rating 5ATM",1799000,0,0,Denpasar,Diamond Handphone Bali,5.0,3 ,0,Wearable Device
91,Xiaomi Smart Band 8 Pro - Garansi Resmi Xiaomi Indonesia,799000,0,0,Surabaya,Peace Cell Marina Online,0.0,0,0,Wearable Device
92,Tempered Glass Camera Hybrid for Xiaomi 14 Ultra Anti Gores Kamera,200000,25500,174500,Surabaya,Glass Pro Indonesia,5.0,3 ,0,Wearable Device
93,Tempered Glass Camera Hybrid for Xiaomi 14 Pro Anti Gores Kamera,200000,25500,174500,Surabaya,Glass Pro Indonesia,0.0,0,0,Wearable Device
94,Xiaomi Smart Band 8 Pro,749000,0,0,Jakarta Pusat,MII Store,5.0,15 ,0,Wearable Device
95,Xiaomi Watch 2,2499000,0,0,Semarang,Hape Joss,0.0,0,0,Wearable Device
96,Xiaomi Redmi Watch 3 Active Smart Watch Garansi Resmi ,699999,438999,261000,Jakarta Pusat,Onestop Gaming,0.0,2 ,0,Wearable Device
97,Tempered Glass Camera Hybrid for Xiaomi 14 Anti Gores Kamera,200000,25500,174500,Surabaya,Glass Pro Indonesia,4.4,16 ,0,Wearable Device
98,Xiaomi Smart Band 8 Pro - Light Grey,799000,0,0,Kab. Tangerang,Urban Republic Official Store,0.0,0,0,Wearable Device
99,Xiaomi Smart Band 8 Pro - Black,799000,0,0,Kab. Tangerang,Urban Republic Official Store,5.0,9 ,0,Wearable Device
100,Xiaomi Smart Band 8 Pro AMOLED Tahan Air 5 ATM,749000,0,0,Jakarta Pusat,Indokom Store,5.0,4 ,0,Wearable Device
101,Xiaomi Redmi AMOLED Watch S3 Smartwatch 1.97'' Jam Tangan NFC BT Call,1799000,0,0,Jakarta Barat,DERUMA TECHNOLOGY OFFICIAL,0.0,0,0,Wearable Device
102,"Xiaomi Watch S3 AMOLED Smartwatch 1.43"" Sport GPS 5ATM Bluetooth Call",1799000,0,0,Jakarta Barat,GADVENTIA Official Store,0.0,0,0,Wearable Device
103,"Xiaomi Mi Watch S3 Smartwatch 1.43"" AMOLED - Garansi Resmi",3599000,1699000,1900000,Jakarta Utara,Oriloka Shop,5.0,50,1,Wearable Device
104,Xiaomi Smart Band 8 Pro / Mi Band 8 Pro Garansi Resmi Tam,999000,731000,268000,Jakarta Selatan,Ini Toko Budi,5.0,90,1,Wearable Device
105,"Xiaomi Mi Watch S3 Bluetooth 5.2 Smart Watch 1.43"" AMOLED Heart Rate - Resmi",3599000,1699000,1900000,Jakarta Utara,Inovtek Sentra Global,0.0,0,0,Wearable Device
106,Xiaomi Watch 2 Garansi Resmi Indonesia,2499000,0,0,Denpasar,CELLULAR-WORLD,0.0,0,0,Wearable Device
107,Xiaomi Watch S3 Garansi Resmi,1799000,0,0,Denpasar,CELLULAR-WORLD,5.0,7 ,0,Wearable Device
108,Xiaomi Smart Band 8 Pro - Garansi Resmi Xiaomi Indonesia,849000,722000,127000,Jakarta Utara,Universe Store,5.0,70,1,Wearable Device
109,Xiaomi Watch S3 - Garansi Resmi Xiaomi Indonesia,1799000,1605000,194000,Jakarta Utara,Universe Store,5.0,90,1,Wearable Device
110,Xiaomi Smart Band 8 Pro Garansi Resmi,799000,0,0,Balikpapan,Andalas Cellular Bpn,5.0,3 ,0,Wearable Device
111,Xiaomi Smart Band 8 Pro New Garansi Resmi,790000,0,0,Bekasi,Ori Selular,5.0,3 ,0,Wearable Device
112,"Xiaomi Mi Smart Band 8 Pro 1.74"" AMOLED Display GPS AOD 5ATM Sport",799000,0,0,Kab. Tangerang,QUEEN id Official,5.0,9 ,0,Wearable Device
113,Xiaomi Watch S3 Smartwatch - Garansi Resmi Xiaomi Indonesia,1789000,1759000,30000,Jakarta Selatan,GeekyTech Official,5.0,17 ,0,Wearable Device
114,Xiaomi Redmi Watch 3 Active Black Garansi Resmi,799000,420000,379000,Jakarta Pusat,Digitech Mall,5.0,100,1,Wearable Device
115,Xiaomi Redmi Smart Watch S3 Amoled Wireless Bluetooth Garansi Resmi,1668000,0,0,Jakarta Pusat,Multifungsi,0.0,0,0,Wearable Device
116,Xiaomi Redmi Smart Watch S3 Amoled Wireless Bluetooth Garansi Resmi,1668000,0,0,Jakarta Pusat,Multifungsi Online,5.0,7 ,0,Wearable Device
117,"XIAOMI BAND 8 PRO 1,74"" AMOLED 5ATM Smart band",799000,0,0,Surabaya,ggstoresby,5.0,10 ,0,Wearable Device
118,XIAOMI WATCH S3 AMOLED SPORT GPS 5ATM Smartwatch,1799000,0,0,Surabaya,ggstoresby,0.0,0,0,Wearable Device
119,Xiaomi Mi Band 8 pro,799000,0,0,Semarang,Hape Joss,0.0,0,0,Wearable Device
120,Xiaomi Redmi Watch 4,1199000,0,0,Semarang,Hape Joss,5.0,2 ,0,Wearable Device
121,"Xiaomi Watch S3 Smartwatch AMOLED 1.43"" Sport GPS 5ATM Bluetooth Call",1799000,0,0,Surabaya,Level99ID,5.0,3 ,0,Wearable Device
122,"Xiaomi Smart Band 8 Pro 1,74 Inch AMOLED Tahan Air 5 ATM Garansi Resmi",799000,0,0,Surabaya,Level99ID,0.0,2 ,0,Wearable Device
123,"Xiaomi Mi Band 8 Pro | Smart Band 8 Pro AMOLED 1.74"" - Garansi Resmi",1499000,775000,724000,Jakarta Utara,Oriloka Shop,5.0,40,1,Wearable Device
124,"Xiaomi Mi Band 8 Pro / Smart Band 8 Pro AMOLED 1.74"" - Garansi Resmi",1499000,775000,724000,Jakarta Utara,Inovtek Sentra Global,5.0,6 ,0,Wearable Device
125,"Xiaomi Smart Band 8 Pro 1,74 Inch AMOLED Tahan Air 5 ATM Garansi Resmi",799000,0,0,Jakarta Pusat,Doran Gadget Authorized Store,0.0,0,0,Wearable Device
126,"Xiaomi Smart Band 8 Pro Amoled 1,74Inch 5 ATM - Garansi Resmi 1 Tahun",799000,0,0,Bandung,Doran Gadget Official Bandung,5.0,1 ,0,Wearable Device
127,"Xiaomi Smart Band 8 Pro 1,74""Inch Amoled 60Hz GPS GNSS 5ATM Waterproof",1599000,775000,824000,Jakarta Barat,HangOn Official Store,5.0,30,1,Wearable Device
128,"Xiaomi Watch S3 1,43''Inch AMOLED Display NFC GPS GNSS 5ATM Waterproof",3599000,1739000,1860000,Jakarta Barat,HangOn Official Store,5.0,2 ,0,Wearable Device
129,Xiaomi Redmi Watch 4 - Garansi Resmi,1199000,0,0,Banjarmasin,Gadget Mart,0.0,0,0,Wearable Device
130,Finchy Silicone Strap Xiaomi Mi Band 8 active Nike Dual Tone Wristband,129000,59900,69100,Kab. Tangerang,Finchy Indonesia,0.0,0,0,Wearable Device
131,"Xiaomi Smart Band 8 Pro 1,74 Inch AMOLED Tahan Air 5 ATM Garansi Resmi",799000,0,0,Jakarta Pusat,Vertix Gadget,5.0,3 ,0,Wearable Device
132,Xiaomi Watch S3 Smartwatch AMOLED Display Bluetooth Cals GPS 15Days,1759000,1679000,80000,Jakarta Utara,ST-Toms.co,0.0,0,0,Wearable Device
133,Xiaomi Smart Band 8 Pro Smartwatch AMOLED Always On Display 14Days GPS,795000,749000,46000,Jakarta Utara,ST-Toms.co,5.0,4 ,0,Wearable Device
134,"Xiaomi Smart Band 8 Pro Layar AMOLED 1,74"" 5 ATM 289mAh -Garansi Resmi",799000,0,0,Jakarta Pusat,Doran Gadget Official Store,5.0,7 ,0,Wearable Device
135,"Xiaomi Smart Band 8 Pro 1,74 Inch AMOLED Tahan Air 5 ATM Garansi Resmi",799000,0,0,Jakarta Pusat,Gadget Channel,5.0,1 ,0,Wearable Device
136,"Xiaomi Smart Band 8 Pro 1,74 Inch AMOLED Tahan Air 5 ATM Garansi Resmi",799000,0,0,Jakarta Pusat,Doran Gadget,5.0,4 ,0,Wearable Device
137,"XIAOMI MI Smart Watch S3 Bluetooth 5.2 1.43"" AMOLED Garansi Resmi",1659000,0,0,Jakarta Pusat,Kreasindo Online,5.0,50,1,Wearable Device
138,XIAOMI MI Band 8 Pro / Smart Band 8 Pro 8Pro Amoled Garansi Resmi,749000,0,0,Jakarta Pusat,Kreasindo Online,5.0,80,1,Wearable Device
139,Xiaomi Smart Band 8 Pro 1.74 Inch AMOLED Garansi Resmi,1299000,779000,520000,Jakarta Utara,Mibo Official Store,4.9,19 ,0,Wearable Device
140,Xiaomi Redmi Pad SE 4/128 GB Garansi Resmi 4 128GB not pad mini,2999000,2040000,959000,Jakarta Pusat,Digitalisme,5.0,100,1,Tablet
141,"Xiaomi Redmi Pad SE 4/128GB Garansi Resmi not Pad 5 Pad 6 Redmi Pad - 4/128GB PROMO, Non Bundle",3499000,2040000,1459000,Jakarta Pusat,Digitech Mall,5.0,250,1,Tablet
142,Xiaomi Pad 6 8GB/256GB Garansi Resmi,5199000,4588000,611000,Jakarta Pusat,OKESHOP,5.0,1rb,1,Tablet
143,Xiaomi Pad 6s Pro 8/256GB 8GB RAM 256GB Garansi Resmi - Promo,8999000,7600000,1399000,Jakarta Pusat,Global Teleshop,5.0,3 ,0,Tablet
144,Xiaomi Redmi Pad 6/128GB Garansi Resmi Not Xiaomi Pad 5,4500000,3186000,1314000,Jakarta Pusat,Digitalisme,4.9,500,1,Tablet
145,Xiaomi Pad 6S Pro 12.4 8/256GB Snapdragon 8 Gen 2 - Garansi Xiaomi,7999000,0,0,Surabaya,Gadget Point Store,0.0,0,0,Tablet
146,"Xiaomi Pad 6S Pro 8/256GB 12.4"" Snapdragon 8 Gen 2 Garansi Resmi",7750000,7672500,77500,Jakarta Barat,Lestari Motor 2,0.0,0,0,Tablet
147,"Xiaomi Pad 6S Pro 12.4"" Snapdragon 8 Gen 2 | Garansi Resmi",7999000,7865000,134000,Tangerang,Ceria Ponsel Official,0.0,0,0,Tablet
148,Xiaomi Pad 6s Pro 12.4in 8/256 GB Garansi Resmi 15 Bln,7998000,0,0,Bandung,HAKACELL,0.0,0,0,Tablet
149,Xiaomi Pad 6s Pro [8/256 GB] Garansi Resmi Xiaomi Indonesia,7799000,0,0,Jakarta Barat,duniagadgetku,0.0,0,0,Tablet
150,Xiaomi Pad 6s Pro 8/256 Garansi Resmi Indonesia,7715000,0,0,Jakarta Utara,Vote VIP,0.0,0,0,Tablet
151,Xiaomi Pad 6S Pro 12.4 Wifi 8/256GB Android,7999000,0,0,Semarang,Hape Joss,0.0,0,0,Tablet
152,Xiaomi PAD 5 - 6/256GB - Qualcomm Snapdragon 860,3990000,0,0,Jakarta Utara,Xiaovv Official Store,0.0,0,0,Tablet
153,Xiaomi Pad 6S Pro 8/256 (12.4) Wifi Only Garansi Resmi Official,7775000,0,0,Jakarta Pusat,PS.ONLINE OFFICIAL STORE,0.0,2 ,0,Tablet
154,Xiaomi Pad 6S Pro 8/256GB [ Garansi Resmi Xiaomi],7999000,0,0,Surabaya,Planet Gadget,0.0,0,0,Tablet
155,Xiaomi Mi Pad 6S Pro WiFi Only 8/256GB Garansi Resmi Xiaomi,7799000,0,0,Jakarta Pusat,Senjaya Selindo,0.0,0,0,Tablet
156,"Xiaomi Pad 6S Pro 12,4"" 8/256GB WiFi - Grs resmi Xiaomi",7769000,0,0,Jakarta Timur,Pluto sellular,0.0,0,0,Tablet
157,"Xiaomi Pad 6 (8GB/256GB) | Snapdragon 870 Layar 11"" WQHD+ 8840mAh",4899000,0,0,Jakarta Utara,NINETYGO OFFICIAL STORE,0.0,0,0,Tablet
158,Xiaomi Pad 6S Pro 8/256GB 12.4'' Garansi Resmi Xiaomi Indonesia 1 Tahun,7999000,0,0,Jakarta Barat,36shop,0.0,0,0,Tablet
159,"Xiaomi Pad 6 (8GB/256GB) | Snapdragon 870 Layar 11"" WQHD+ 8840mAh",4899000,0,0,Jakarta Utara,Xiaovv Official Store,0.0,0,0,Tablet
160,Xiaomi Pad 6s Pro 8/256GB 8GB RAM 256GB Garansi Resmi,8999999,7892999,1107000,Jakarta Pusat,Onestop Gaming,0.0,50,1,Tablet
161,Xiaomi Pad 6s Pro 8GB/256GB Garansi Resmi,8999999,7892999,1107000,Jakarta Pusat,A-Trinity Komputer,0.0,0,0,Tablet
162,"Xiaomi Pad 6 (8GB/256GB) | Snapdragon 870 Layar 11"" WQHD Garansi Resmi",5499999,4806999,693000,Jakarta Pusat,Onestop Gaming,0.0,30,1,Tablet
163,Xiaomi redmi Pad SE 4/128GB Qualcomm Snapdragon 680 | 8000 mAh Garansi Resmi Xiomi Indonesia 12Bulan,2499000,2299000,200000,Jakarta Selatan,Kenken Official,0.0,0,0,Tablet
164,Xiaomi Pad 6s Pro Ram 8/256gb Garansi Resmi,7705000,0,0,Kediri,Garden Cell Official,0.0,1 ,0,Tablet
165,XIAOMI MI PAD 6S PRO 8/256 GB GARANSI RESMI TERMURAH,8099000,7843200,255800,Surabaya,Hapemall.id,0.0,0,0,Tablet
166,Xiaomi Pad 6S Pro 12.4 inch 8/256 GB - Garansi Resmi Xiaomi Indonesia,8199000,7505000,694000,Jakarta Utara,Universe Store,0.0,0,0,Tablet
167,Xiaomi Pad 6s Pro 12.4 inch 8/256 GB Garansi Resmi,7868000,0,0,Jakarta Pusat,Gudang-HP,0.0,0,0,Tablet
168,Xiaomi Pad 6S Pro 12.4 Inch 8/256GB -Graphite Gray  Garansi Resmi,7999000,0,0,Denpasar,CELLULAR-WORLD,0.0,0,0,Tablet
169,Xiaomi Pad 6S Pro 12.4 Inch 8/256GB -Graphite Gray Bundling Package Garansi Resmi,10597000,0,0,Denpasar,CELLULAR-WORLD,0.0,0,0,Tablet
170,XIAOMI PAD 6S PRO 8/256 GB GARANSI RESMI XIAOMI 6S PRO 8/256 GB - PAD 6S PRO,9499000,7999000,1500000,Tangerang,STR-STORE,5.0,1 ,0,Tablet
171,Xiaomi Pad 6s Pro 8GB/256GB Garansi Resmi Xiaomi Indonesia,7999000,0,0,Medan,INTIKOM STORE,5.0,2 ,0,Tablet
172,Xiaomi Pad 6s Pro 12.4  8GB/256GB WIFI,7749000,0,0,Jakarta Pusat,MII Store,5.0,1 ,0,Tablet
173,Xiaomi Pad 6S Pro 12.4 8GB/256GB Garansi Resmi,7899000,0,0,Jakarta Pusat,Indokom Store,0.0,0,0,Tablet
174,"XIAOMI Mi Pad 6S Pro Chipset Snapdragon® 8 Gen 2 Layar 3K 12,4""",7999000,0,0,Kab. Sleman,promodazzle,0.0,0,0,Tablet
175,Xiaomi Pad 6s Pro 8/256gb Garansi Resmi,7850000,0,0,Bekasi,Ori Selular,5.0,5 ,0,Tablet
176,Xiaomi redmi pad SE WIFI RAM 4GB/128GB Original Resmi,2299000,0,0,Makassar,Super Laris IT,0.0,1 ,0,Tablet
177, Xiaomi Pad 6S Pro 12.4 8/256 GB - Garansi Resmi,7999000,7458000,541000,Jakarta Timur,Wahana Selular,5.0,12 ,0,Tablet
178,MI Pad 6s Pro 8/256 GB Garansi Resmi Xiaomi (INSTAN),7999000,0,0,Malang,Meteor Cell Official Store,5.0,2 ,0,Tablet
179,Xiaomi Pad 6S Pro 12.4 RAM 8/256GB Chipset Snapdragon 8 Gen2 10.000mAh 120W HyperCharge - Gray,7999000,0,0,Bandung,Rajaponsel Official,0.0,0,0,Tablet
180,NEW Xiaomi 14 5G Garansi Resmi Indonesia 1 Tahun,11999000,0,0,Surabaya,GoodPonsel,0.0,0,0,Tablet
181,"Xiaomi Pad 6S Pro 12.4"" inch 8/256 Ram 8GB Rom 256 GB Garansi Resmi",8999000,7599500,1399500,Bekasi,Angel Phone Shop,0.0,0,0,Tablet
182,"Xiaomi Pad 6S Pro 12.4"" inch 8/256 Ram 8GB Rom 256 GB Garansi Resmi",8999000,7599500,1399500,Bekasi,PREMIUM OFFICIAL STORE,5.0,3 ,0,Tablet
183,"Xiaomi Pad 6S Pro 12.4"" inch 8/256 Ram 8GB Rom 256 GB Garansi Resmi",8999000,7599500,1399500,Bekasi,Shadow Gold,5.0,3 ,0,Tablet
184,"Xiaomi Pad 6s Pro 12.4 (RAM 8GB, ROM 256GB, Snapdragon 8 Gen 2)",7999000,0,0,Malang,TIGA PUTRA HP CENTER,5.0,4 ,0,Tablet
185,Xiaomi Pad 6s Pro 8/256 Garansi Resmi Tam,8499000,7457000,1042000,Jakarta Selatan,Ini Toko Budi,5.0,2 ,0,Tablet
186,Xiaomi Pad 6s Pro 8/256GB 8GB RAM 256GB Garansi Resmi,8999000,7600000,1399000,Jakarta Pusat,Global Teleshop,5.0,3 ,0,Tablet
187,Xiaomi Pad 6S Pro Tablet Garansi Resmi Original 8/256 RAM 8GB ROM 256GB - Gray,7999000,0,0,Denpasar,Diamond Handphone Bali,5.0,2 ,0,Tablet
188,"Xiaomi Pad 6s Pro 8/256GB 12.4"" SD 8 Gen 2 Mi Pad Garansi Resmi",8999000,7402000,1597000,Jakarta Pusat,Distributor Ponsel,5.0,100,1,Tablet
189,"Xiaomi Pad 6S Pro 12.4"" inch 8/256 GB Garansi Resmi ",8499000,7402000,1097000,Jakarta Pusat,Digitalisme,5.0,100,1,Tablet
190,Xiaomi Pad 6S Pro 8|256GB 12.4 Inch Garansi Resmi,7999000,0,0,Balikpapan,Andalas Cellular Bpn,5.0,3 ,0,Tablet
191,Xiaomi redmi pad SE WIFI RAM 4GB/128GB Garansi Resmi,2299000,0,0,Makassar,Super Laris IT,5.0,3 ,0,Tablet
192,XIAOMI PAD 6S Pro 12.4 Inch 8/256 Ram 8GB Internal 256GB Garansi Resmi,7769000,0,0,Jakarta Pusat,Kreasindo Online,5.0,3 ,0,Tablet
193,Xiaomi Pad 6s Pro 8/256GB SD 8 Gen 2 Mi Pad Wifi Only Garansi Resmi,8999000,7402000,1597000,Jakarta Pusat,Digitech Mall,5.0,24 ,0,Tablet
194,Xiaomi Pad 6s Pro 8GB/256GB,8999000,7600000,1399000,Jakarta Pusat,OKESHOP,5.0,30,1,Tablet
195,Xiaomi Pad 6S Pro 12.4 8+256GB Original Garansi Resmi 1 Tahun,7999000,0,0,Malang,Tube Gadget,0.0,0,0,Tablet
196,Xiaomi Pad 6S Pro 12.4 8+256GB Original Garansi Resmi 1 Tahun,7999000,0,0,Surabaya,TOPSELL OFFICIAL,5.0,6 ,0,Tablet
197,Xiaomi Pad 6S Pro 12.4 8+256GB Original Garansi Resmi 1 Tahun,7999000,0,0,Malang,Pelengkapmu Accecories,0.0,0,0,Tablet
198,Official Xiaomi Pad 6S Pro 12.4,7999000,0,0,Kab. Tangerang,Xiaomi Official Store,4.9,100,1,Tablet
199,Xiaomi redmi pad SE WIFI RAM 4GB/128GB,2299000,0,0,Makassar,Super Laris IT,5.0,12 ,0,Tablet
200,"TABLET XIAOMI PAD 6 | SNAPDRAGON 870 8/256GB 11"" WQHD",4899000,0,0,Surabaya,ggstoresby,5.0,1 ,0,Tablet
201,Xiaomi Redmi Pad Se 4/128 GB Garansi resmi,2099000,0,0,Surabaya,TOPSELL OFFICIAL,5.0,1 ,0,Tablet
202,Xiaomi Pad 6 (8GB/256GB) with Xiaomi Pad 6 Keyboard,6999000,5869000,1130000,Jakarta Timur,ARENA_IT,0.0,0,0,Tablet
203,Xiaomi Mi Pad 6 8/256GB Garansi Resmi Indonesia,4999000,0,0,Surabaya,Apollo_Gadget_Store,0.0,0,0,Tablet
204,Xiaomi Mi Pad 6 8/256 Garansi Resmi Tam New,5499000,4541000,958000,Jakarta Selatan,Ini Toko Budi,4.9,1rb,1,Tablet
205,"Xiaomi Redmi Pad SE 4/128 GB Garansi Resmi 4 128GB not pad mini - Grey, Promo",2999000,2040000,959000,Jakarta Pusat,Digitalisme,5.0,100,1,Tablet
