,product_name,product_full_price,product_off_price,product_discount,shop_loc,shop_name,avg_rating,sold,sold_is_more,category_name
206,"Xiaomi Redmi Pad SE 4/128GB Garansi Resmi not Pad 5 Pad 6 Redmi Pad - 4/128GB PROMO, Non Bundle",3499000,2040000,1459000,Jakarta Pusat,Digitech Mall,5.0,250,1,Tablet
207,Xiaomi Pad 6 8GB/256GB Garansi Resmi,5199000,4588000,611000,Jakarta Pusat,OKESHOP,5.0,1rb,1,Tablet
208,Xiaomi Pad 6s Pro 8/256GB 8GB RAM 256GB Garansi Resmi - Promo,8999000,7600000,1399000,Jakarta Pusat,Global Teleshop,5.0,3 ,0,Tablet
209,Xiaomi Redmi Pad 6/128GB Garansi Resmi Not Xiaomi Pad 5,4500000,3186000,1314000,Jakarta Pusat,Digitalisme,4.9,500,1,Tablet
210,Xiaomi Redmi Pad 6/128Gb Garansi Resmi Tam New,3599000,0,0,Jakarta Selatan,Ini Toko Budi,0.0,750,1,Tablet
211,"Xiaomi Pad 6 8GB/256GB Snapdragon 870 Layar 11"" WQHD",4942000,0,0,Jakarta Utara,PS Enterprise Official,0.0,0,0,Tablet
212,Xiaomi Redmi Pad SE 4/128 GB Garansi resmi,2299000,0,0,Jakarta Utara,PS Enterprise Official,0.0,1 ,0,Tablet
213,Xiaomi Redmi Note 12 Pro 5G 8/256GB Garansi Resm,3889000,0,0,Jakarta Utara,PS Enterprise Official,0.0,0,0,Tablet
214,Xiaomi Redmi A3 4/128GB - Garansi Resmi,1199000,0,0,Banjarmasin,Gadget Mart,4.7,6 ,0,Tablet
215,Xiaomi Mi Pad 6 8GB 256GB Garansi Resmi Smart Tablet Tab,5999000,4907000,1092000,Jakarta Utara,Oriloka Shop,4.6,17 ,0,Tablet
216,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi Not Mi Pad 5 ,2599000,2162999,436001,Jakarta Pusat,A-Trinity Komputer,5.0,3 ,0,Tablet
217,XIAOMI MI PAD 6 8/256 GB GARANSI RESMI XIAOMI INDONESIA,4899000,0,0,Surabaya,Level99ID,5.0,2 ,0,Tablet
218,xiaomi redmi pad se 4/128 gb wifi only garansi resmi,2090000,0,0,Surabaya,SRITICELL OFFICIAL,5.0,40,1,Tablet
219,Xiaomi Redmi Pad SE 4/128GB,2277000,0,0,Jakarta Utara,Myclub,0.0,0,0,Tablet
220,Xiaomi Pad 6 8/256GB,4982000,0,0,Jakarta Utara,Myclub,0.0,0,0,Tablet
221,Xiaomi Pad 6 8/256GB Snapdragon 870 Battery 8840mAh Garansi Resmi,1000,0,0,Jakarta Pusat,Doran Gadget Makassar,0.0,0,0,Tablet
222,Xiaomi Mi pad 6 8/256,4999000,0,0,Cirebon,Tele Ring,0.0,0,0,Tablet
223,Xiaomi Pad 6 8/256 Garansi Resmi,4999000,0,0,Jakarta Pusat,ACS,0.0,0,0,Tablet
224,Xiaomi Redmi Pad SE 4/128GB,2199000,0,0,Malang,alibabastore.id,5.0,6 ,0,Tablet
225,Xiaomi Redmi Pad 6/128GB,3464000,0,0,Jakarta Utara,Myclub,0.0,0,0,Tablet
226,Xiaomi Mi Pad 6 8/256 Garansi Resmi Tam,4899000,0,0,Jakarta Selatan,Ini Toko Budi,5.0,1 ,0,Tablet
227,Xiaomi Mi Pad 6 8/256GB - Garansi Resmi,4786000,0,0,Jakarta Pusat,Pandawatiga,5.0,9 ,0,Tablet
228,"Xiaomi Redmi Pad SE 4/128GB Layar 11"" FHD+ NOT MiPad 5 Garansi Resmi",3299000,2299000,1000000,Jakarta Barat,HangOn Official Store,0.0,0,0,Tablet
229,Xiaomi MIPad 6 Ram 8GB Internal 256GB Garansi Resmi,6000000,4875000,1125000,Jakarta Pusat,tokoJBC,0.0,1 ,0,Tablet
230,Xiaomi MIPad 6 Ram 8GB Internal 256GB Garansi Resmi,5000000,4875000,125000,Jakarta Pusat,tokobaru_official,0.0,0,0,Tablet
231,Xiaomi mipad se Mi pad SE ram 4/128Gb Garansi resmi,2299000,0,0,Tangerang,Bintang Terang Cell,5.0,1 ,0,Tablet
232,Xiaomi Pad 6 RAM 8/256GB Garansi Resmi,4999000,0,0,Tangerang,Bintang Terang Cell,0.0,0,0,Tablet
233,Xiaomi Redmi Pad SE RAM 4/128GB Garansi Resmi,2499000,0,0,Tangerang,Bintang Terang Cell,0.0,0,0,Tablet
234,Xiaomi Redmi Pad SE Wifi RAM 4/128GB Garansi Resmi,2375000,0,0,Bandung,Rajaponsel Official,5.0,4 ,0,Tablet
235,XIAOMI MI PAD 6 8/256 GB GARANSI RESMI,5200000,4575000,625000,Jakarta Pusat,Q-Store Pedia,5.0,100,1,Tablet
236,"Xiaomi Pad 6 (8GB/256GB) | Snapdragon 870 Layar 11"" WQHD",5999000,4969000,1030000,Jakarta Timur,ARENA_IT,5.0,1 ,0,Tablet
237,Xiaomi Pad 6 8/256GB Tablet 11 inch RAM 8GB 256GB,4943000,0,0,Jakarta Barat,Golden Mouse,5.0,1 ,0,Tablet
238,Xiaomi Pad 6 8/256GB Tablet 11 inch RAM 8GB 256GB,4943000,0,0,Jakarta Barat,Twins Computer,0.0,0,0,Tablet
239,Xiaomi Pad 6 8/256GB Tablet 11 inch RAM 8GB 256GB,4943000,0,0,Jakarta Barat,Cemara Mas Indah,5.0,7 ,0,Tablet
240,Xiaomi Pad 6 8/256GB Tablet 11 inch RAM 8GB 256GB ,4943000,0,0,Jakarta Barat,Aquarius Official,0.0,0,0,Tablet
241,XIAOMI REDMI PAD SE - 4GB 128GB 4/128 - SNAPDRAGON 680 - GARANSI RESMI,2499000,0,0,Jakarta Utara,Shopyz ID,5.0,15 ,0,Tablet
242,Xiaomi Redmi Pad SE 4/128 GB Garansi Resmi 4 128GB not pad mini,2999000,2040000,959000,Jakarta Pusat,Digitalisme,5.0,100,1,Tablet
243,"Xiaomi Redmi Pad 6GB 128GB Tablet 10"" RAM 6GB Internal 128GB ",3434500,0,0,Surabaya,Surya Mitra Online,0.0,0,0,Tablet
244,"Xiaomi Redmi Pad 6GB 128GB Tablet 10"" RAM 6GB Internal 128GB ",3434500,0,0,Surabaya,Gaming Plus Store,0.0,0,0,Tablet
245,Xiaomi Redmi Pad 6/128GB MediaTek Helio G99 | 4 Speaker,3478000,0,0,Jakarta Barat,Aquarius Official,0.0,0,0,Tablet
246,Xiaomi Redmi Pad 6/128GB MediaTek Helio G99 | 4 Speaker,3478000,0,0,Jakarta Barat,Twins Computer,0.0,0,0,Tablet
247,Xiaomi Redmi Pad 6/128GB MediaTek Helio G99 | 4 Speaker,3478000,0,0,Jakarta Barat,Golden Mouse,0.0,0,0,Tablet
248,Xiaomi Redmi Pad 6/128GB MediaTek Helio G99 | 4 Speaker,3478000,0,0,Jakarta Barat,Cemara Mas Indah,0.0,0,0,Tablet
249,Xiaomi Pad 6 8/256 Ram 8GB Rom 256GB Garansi Resmi,5199000,0,0,Bekasi,Angel Phone Shop,5.0,4 ,0,Tablet
250,Xiaomi Pad 6 8/256 Ram 8GB Rom 256GB Garansi Resmi,5199000,0,0,Bekasi,PREMIUM OFFICIAL STORE,0.0,0,0,Tablet
251,Xiaomi Pad 6 8/256GB Tablet 11 inch RAM 8GB 256GB Tab Android,5199000,4949000,250000,Jakarta Pusat,SUPER_GADGET,5.0,100,1,Tablet
252,Xiaomi Mi Pad 6 8/256 Gb Garansi Resmi,4999000,4588500,410500,Jakarta Pusat,Senjaya Selindo,5.0,100,1,Tablet
253,Xiaomi Redmi Pad SE 4/128GB,2499000,2030500,468500,Jakarta Pusat,jikalaku,5.0,250,1,Tablet
254,Xiaomi Redmi Pad SE 4/128 GB Garansi Resmi,2250000,2052000,198000,Jakarta Pusat,PS.ONLINE OFFICIAL STORE,5.0,1rb,1,Tablet
255,Xiaomi Pad 6 ram 8/256 GB Garansi Resmi,5113000,0,0,Jakarta Pusat,PS.ONLINE OFFICIAL STORE,5.0,3 ,0,Tablet
256,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi,2399000,2023500,375500,Jakarta Pusat,Pandawatiga,4.9,250,1,Tablet
257,Xiaomi Pad 6 8GB/256GB Garansi Resmi Xiaomi Indonesia,4950000,0,0,Medan,INTIKOM STORE,5.0,3 ,0,Tablet
258,Tablet Xiaomi Redmi Pad 6/128GB Graphite Grey | Silver Garansi Resmi,3378000,0,0,Jakarta Pusat,Studio Ponsel,5.0,4 ,0,Tablet
259,Xiaomi Mi Pad [ 8GB / 256GB ] - Garansi Resmi,4999000,0,0,Jakarta Pusat,Gadhet-Holic,0.0,0,0,Tablet
260,"Xiaomi Pad 6 8GB/256GB Snapdragon 870 Layar 11"" 8840mAh ",4909000,0,0,Surabaya,Doran Gadget Official Bandung,0.0,0,0,Tablet
261,NEW Xiaomi Pad 6 8/256GB Bergaransi Resmi Indonesia 1 Tahun,4999000,0,0,Kab. Gianyar,GoodPonsel,5.0,1 ,0,Tablet
262,Xiaomi Redmi Pad 6/128GB| 8/256GB New Original - Garansi Resmi,3439000,0,0,Jakarta Pusat,Doran Gadget Official Bandung,0.0,1 ,0,Tablet
263,Xiaomi Pad 6 8/256GB (11 inch) Snapdragon 870 - Garansi Resmi ,5000000,0,0,Surabaya,tokolasvegas,5.0,7 ,0,Tablet
264,"Xiaomi Pad 6 8GB/256GB Snapdragon 870 Layar 11"" 8840mAh -Garansi Resmi",5021500,0,0,Jakarta Pusat,Doran Gadget Official Store,0.0,2 ,0,Tablet
265,Xiaomi Redmi Pad Wifi RAM 6/128GB Garansi Resmi,3499000,0,0,Bandung,Rajaponsel Official,0.0,0,0,Tablet
266,Xiaomi Redmi Pad SE 11 Inch 4GB 128GB 90HZ Garansi Resmi,2999000,2199000,800000,Jakarta Utara,Mibo Official Store,4.7,30,1,Tablet
267,Xiaomi Mi Pad 6 8/256GB Mi Pad 6 Pro Garansi Resmi Not Mi Pad 5,5699000,4581000,1118000,Jakarta Pusat,Distributor Ponsel,4.9,100,1,Tablet
268,Xiaomi Redmi Pad SE 4/128GB Garansi Resmi Redmi Pad SE Not Mi Pad5,2899000,2055000,844000,Jakarta Pusat,Distributor Ponsel,4.9,500,1,Tablet
269,XIAOMI REDMI PAD SE 4/128 GB GARANSI RESMI XIAOMI INDONESIA TAB XIAOMI,2099000,0,0,Jakarta Barat,BintangTimurSelindo,0.0,1 ,0,Tablet
270,Xiaomi Redmi A3 4/128 GB Garansi Resmi 4+4 128 GB Black Blue not a2,1390000,1112000,278000,Jakarta Pusat,Digitalisme,5.0,100,1,Handphone
271,Xiaomi Redmi 13C 4/128 GB 6/128 GB 8/256 GB Garansi Resmi,1990000,1425000,565000,Jakarta Pusat,OKESHOP,5.0,500,1,Handphone
272,Xiaomi Redmi Note 13 Pro+ 5G 12/512 8/256 GB Garansi Resmi not 12 pro,4290000,3500000,790000,Jakarta Pusat,Digitalisme,4.9,100,1,Handphone
273,Xiaomi Redmi A3 4/128 GB 4/64 GB Garansi Resmi Redmi A3 Not A1 A2 ,1990000,1348000,642000,Jakarta Pusat,Distributor Ponsel,5.0,500,1,Handphone
274,Xiaomi Redmi Note 12 8/128GB 6/128GB Garansi Resmi Redmi 12 Not 11 Pro,3090000,1828000,1262000,Jakarta Pusat,Digitalisme,4.9,750,1,Handphone
275,XIAOMI REDMI 13 8/256 8/128 GB RAM 8GB + 8GB ROM 256GB & 128GB RESMI,2100000,0,0,Bekasi,JJ SHOP PEDIA 2,0.0,0,0,Handphone
276,Xiaomi Redmi Note 13 Pro 5G 12/512 Ram 8GB Rom 512GB Garansi Resmi,4950000,0,0,Bekasi,Angel Phone Shop,0.0,0,0,Handphone
277,Xiaomi Redmi Note 13 5G 8/256 GB Garansi Resmi,2975000,0,0,Bandung,MetaCore,0.0,0,0,Handphone
278,XIAOMI MI 13T 12/256GB GARANSI RESMI XIAOMI INDONESIA - Hijau,7099000,0,0,Medan,Omega Premium Store,0.0,0,0,Handphone
279,XIAOMI 13T 12GB 256GB 12/256 Garansi Resmi,7499000,0,0,Jakarta Timur,Kumparan Cellular,0.0,0,0,Handphone
280,Redmi Note 13 4G 8/128 GB Garansi Resmi Xiaomi (INSTAN),2499000,2399000,100000,Malang,Meteor Cell Official Store,0.0,0,0,Handphone
281,Xiaomi Redmi Note 13 8GB/128GB - Garansi Resmi,2500000,0,0,Surabaya,tokolasvegas,0.0,0,0,Handphone
282,Xiaomi Redmi Note 13 4G 8/128GB Garansi Resmi,2399000,0,0,Denpasar,CELLULAR-WORLD,0.0,0,0,Handphone
283,Xiaomi Redmi Note 13 Pro 5G 8/512 GB Garansi Resmi 15 Bln,4998000,4898000,100000,Bandung,HAKACELL,0.0,0,0,Handphone
